id,language_code,description,label
xTSqQsoEJkA,en,Join Astrophysics Course Use Promo code ADVANCE for 50 discount,not_relevant
LVPYR8dtXzc,ml,ഈ വർഷത്തെ ഏറ്റവും ശക്തിയേറിയ ചുഴലിക്കൊടുങ്കാറ്റ് ഹിന്നനോർ,highly_relevant
02ldNfNNPB8,ml,Kerala Rains 2023 മഴ കനക്കും മോക്ക ചുഴലിക്കാറ്റ് കേരളത്തെ നേരിട്ട്,highly_relevant
OQgBCno9k9M,en,Wheather department warns of the cyclone in Kerala Asianet News Kerala s No 1 News and Infotainment TV Channel Check out,highly_relevant
JqUClSsJdr8,ml,വടക്കുപടിഞ്ഞാറ് ദിശയിലേക്ക് നീങ്ങുന്ന ചുഴലിക്കാറ്റ് പിന്നീട്,highly_relevant
PAu2bd_l570,ml,Hurricane Okhi Hits Lakshadweep Kerala rains to continue for next 24 hours Subscribe to People TV,highly_relevant
iR28O0Y-CW4,ml,ബംഗാൾ ഉൾക്കടലിൽ ശക്തിപ്പെട്ട ന്യൂനമർദം ചുഴലിക്കാറ്റ് ആകുകയും,highly_relevant
EKLye6kYJxw,ml,rain Subscribe to Asianet News YouTube Channel,highly_relevant
GoFphxKmJZw,en,The official YouTube channel for Manorama News Subscribe us to watch the missed episodes Subscribe to the,not_relevant
ywDILH1v5gQ,ml,വടക്കന് കേരളത്തില് കനത്ത മഴ ശക്തമായ കാറ്റില് വീടുകള് ക്ക് മേല്,highly_relevant
fjJbThp0CUI,ml,കേരളത്തിൽ വീണ്ടും കാലവർഷം ശക്തമാകുന്നു അടുത്ത 7 ദിവസം വ്യാപക,highly_relevant
OQjxdZm1L4w,en,FOCUSKERALA SHAHEEN Cyclone,highly_relevant
7xYhiRbZIvY,ml,കേരള തീരത്തെ ബുറേവി ചുഴലിക്കാറ്റ് ഭീഷണി ഒഴിയുന്നു വാർത്തകൾ,highly_relevant
kqiBWoHjYAA,en,Subscribe Now Official Website For advertising business enquiries Email,not_relevant
aV0Eckq1JWA,ml,ബംഗാൾ ഉൾക്കടലിലെ ന്യൂനമർദം അതിതീവ്ര ന്യൂനമർദമാകുന്നു കൂടുതൽ,highly_relevant
IQ6-mQ1aDwY,ml,കേരളത്തിലേക്ക് കാലവർഷത്തെ തടയുന്നത് ബിപോർജോയ് ചുഴലിക്കാറ്റ്,highly_relevant
0oGee6FBZRs,en,ന്യൂനമര് ദ്ദം അതിതീവ്രമഴ rain in kerala kerala rain RAIN WITH THUNDERSTORM Latest,highly_relevant
u1UDWc5cwys,ml,മഴ കനക്കുന്നു വേണം ജാഗ്രത,highly_relevant
P3DxEmQkQGA,en,ടൗട്ടേ ചുഴലിക്കാറ്റ് Tauktae cyclone kerala lockdown free kit may month kit distribution apl bpl ration,highly_relevant
Cn-Mc4a5HVE,en,Touktae cyclone attacking in Kerala shore,highly_relevant
rk40JStDGp8,en,ചുഴലിക്കാറ്റ്Kerala Rain News Malayalam Tej Cyclone Kerala Weather News Today Oman Yemen Cyclone,highly_relevant
2MrjIbKOuHU,en,burevi chuzahlikattu in kerala burevi cyclone in kerala ്ലാവർക്കും ബുറേവി,highly_relevant
dRCXAWXfZ-U,ml,FOCUSKERALA ചുഴലിക്കാറ്റ് 200mph യെല്ലോ അലർട്ട് വീണ്ടും മഴ kerala news weather,highly_relevant
r2PDURLVbRg,ml,കേരളത്തിൽ അതിതീവ്ര മഴയ്ക്ക് സാധ്യത ജാഗ്രത നിർദേശം,highly_relevant
LADyNcI8jKY,ml,malayalamnewslive വാര് ത്തകള്,highly_relevant
_9IJb0q-pMA,en,asanicyclone asani cyclone news malayalam cyclone asani malayalam news kerala weather news,highly_relevant
ZgEH0mOGNyM,ml,ബംഗാൾ ഉൾക്കടലിനും ആൻഡമാൻ കടലിന് മിലുകളിലുമായി സഞ്ചരിക്കുന്ന,highly_relevant
JKh8WNv2HwE,en,FOCUSKERALA Gulab hurricane Gulab chuzhali kattu Gulab chuzhalikkattu Hurricane GULAB kerala rain news,highly_relevant
WwWUIB2AjOg,ml,കേരള തീരാത്തെ ബുറെവി ചുഴലിക്കാറ്റ് ഭീഷണി ഒഴിയുന്നു വാർത്തകൾ,highly_relevant
c_ODnjvWOpw,ml,ടൗട്ടേ ചുഴലിക്കാറ്റ് കൂടുതൽ ശക്തിയിലേക്ക് അതിതീവ്ര,highly_relevant
aaId2M7Ur2I,ml,ബംഗാൾ ഉൾക്കടലിൽ ന്യൂനമർദം ശക്തിപ്രാപിക്കുന്നു തിങ്കളോടെ,highly_relevant
RHL8AsuabpA,ml,ബംഗാൾ ഉൾക്കടലിൽ മണിക്കൂറുകൾക്കകം മൂക്കാ ചുഴലിക്കാറ്റ്,highly_relevant
FCuQ32toykc,ml,yellow alert in six states of kerala ബംഗാള് ഉള് ക്കടലില് രുപം കൊണ്ട ഉം പുന് സൂപ്പര്,highly_relevant
538Mwd6bNnM,ml,കോഴിക്കോട് വെള്ളയിൽ ചുഴലിക്കാറ്റ് 15 07 2022 വെള്ളയിൽ ഹാർബറിൽ,highly_relevant
yDam97Ca3ms,en,weathermankerala,highly_relevant
f31t0eVIzWg,ml,ഗുജറാത്ത ്തീരത്ത് ഈമാസം 13 ന് 135 കിലോമീറ്റര് വേഗതയില് വായു,highly_relevant
vPgtyS6eh7c,ml,Cyclone alert in Kerala ജനങ്ങളെ സുരക്ഷിതരാകുക കേരളത്തിൽ ചുഴലിക്കാറ്റ് Oneindia,highly_relevant
Otq5IjBh_2U,ml,ബംഗാൾ ഉൾക്കടലിൽ രൂപംകൊണ്ട ന്യൂനമർദ്ദം ചുഴലിക്കാറ്റായി,highly_relevant
CgZF8Eu53FI,en,Reporter Live Reporterlive com is the cyberface of Reporter TV the first journalist driven news channel in Malayalam With the,not_relevant
B0A09DaRguc,ml,ഫെയിൻജൽ ചുഴലിക്കാറ്റ് തമിഴ് നാട്ടിൽ കരതൊട്ടതിന് പിന്നാലെ,highly_relevant
PElYzI0z5ho,en,KeralaFloods2019 MediaOne on its mission of exploring the unexplored and representing the unrepresented has already made,relevant
CUp86jtEtQM,ml,കൊല്ലത്തെ മുക്കി കൊന്ന് കൊടും മഴ വീടും റോഡുകളും തോടുകളായി മാറി,highly_relevant
3KHa1QodYH4,ml,കൊല്ലത്തെ കനത്ത മഴ,highly_relevant
Ts9M_SC_AOM,ml,കൊല്ലം ജില്ലയിൽ ഇരുനൂറോളം വീടുകളിൽ വെള്ളം കയറി,highly_relevant
3wwrfqZXgao,ml,,highly_relevant
p2h-BrVOlCc,ml,Keralaflood ഇതുപോലെ ഒരു വെള്ളപ്പൊക്കം ജീവിതത്തിൽ ആദ്യം,highly_relevant
HMKsVSb5nnU,ml,,not_relevant
4Qdj5QqV528,ml,Rain Subscribe to Asianet News,highly_relevant
RE6iZTG_CwI,ml,,highly_relevant
07daQGGopis,en,Flood In kerala State DISTRICT ALAPPUZHA Thumpoly,highly_relevant
Wf71CpVQRSA,ml,ആലപ്പുഴ മാന്നാര് ചെന്നിത്തല പുഞ്ചയില് വേനലിലും വെള്ളപ്പൊക്കം,highly_relevant
CsTZft0GXcI,ml,കേരളതീരത്ത് കപ്പൽ മുങ്ങിയതുമായി ബന്ധപ്പെട്ട് പ്രചരിക്കുന്ന,highly_relevant
Bf_IwfAjoMg,ml,കൊല്ലം ചവറയിൽ പെയ്ത മഴ,highly_relevant
p8p2lD8fP70,ml,,not_relevant
3K-CHdqVL5o,ml,കൊല്ലത്ത് ഇന്നത്തെ ശക്തമായ മഴ Heavy Rain in Kollam,highly_relevant
ZbwAC0y7Prw,en,,highly_relevant
aQBEI1HVw20,ml,,highly_relevant
raws35KExk0,en,,not_relevant
vDyK-F7wZ-4,en,thekeralastory,highly_relevant
l4qup5vSAl4,ml,കൊല്ലം കൊട്ടിയത്ത് നിർമ്മാണം നടക്കുന്ന ദേശീയപാതയില്,not_relevant
UmSJcJ6wn7s,ml,കൊല്ലം ടൗണില് ഒരിക്കലും വെള്ളപ്പൊക്കം ഉണ്ടാവില്ല 75 വർഷം,highly_relevant
EeFsyFBPCPw,en,Video from Bithin,highly_relevant
RmcGBaqPY8Y,ml,കൊല്ലം കൊട്ടിയത്ത് ഇന്നത്തെ കാറ്റും മഴയും,highly_relevant
Wczv2NMk8xs,en,ഇന്ന് ആലപ്പുഴ ചങ്ങനാശേരി റോഡ് നെടുമുടി നസ്രത്ത് ഭാഗം 26 O7 18 Alappuzha,highly_relevant
2NQ4HZWCUFI,ml,rain വെള്ളപ്പൊക്കം കൊല്ലം ജില്ലയിലെ നിലവിലെ,highly_relevant
30AbpHhousU,en,A terrifying looking sea,not_relevant
5GUw3lDi2Pw,ml,കഴിഞ്ഞ ദിവസം മുതൽ പെയ്ത മഴയിൽ കൊല്ലം ചാത്തന്നൂർ NH ൽ ഉണ്ടായ,highly_relevant
fHB4TCv74mU,en,,not_relevant
_r1_-7nEEbQ,ml,78 ലെ വെള്ളപ്പൊക്കം പോലെ നീറമൺകര വെള്ളത്തിലാകുമോ എന്നാണ് ആശങ്ക,highly_relevant
UjvOHj80qhc,en,Kerala Floods 19 rat fever reported in Kollam District Asianet News Kerala s No 1 News and Infotainment TV Channel Check,highly_relevant
VfFkyafKNiI,en,,not_relevant
26U0b6x1a1A,en,The official YouTube channel for Manorama News Subscribe us to watch the missed episodes Subscribe to the,not_relevant
RfxmTmJlHmc,en,2018 ലെ പ്രളയം കൊല്ലം ജില്ലയിൽ The 2018 Flood in Kollam District,highly_relevant
nZoX2eyYOCs,ml,കൊല്ലം കൊട്ടിയത്ത് ഇന്ന് വൈകിട്ടുണ്ടായ കാറ്റും മഴയും,highly_relevant
t7thpr7wWVI,en,flood in kuttanadu,highly_relevant
#NAME?,en,,highly_relevant
s43dAWLok4g,ml,Rain causes havoc at Trivandrum കനത്ത മഴയില് മുങ്ങി തിരുവനന്തപുരം കഴിഞ്ഞ ദിവസം,highly_relevant
ko_VsrC4VGY,ml,തിരുവനന്തപുരം അട്ടകുളങ്ങര,not_relevant
1l9eWHZe14U,ml,കൊട്ടിയത്ത് വാട്ടർ മെട്രോ,not_relevant
8SNOhZQaiaA,en,,highly_relevant
rAkrIk6HFCE,ml,ചാത്തന്നൂരിൽ ദേശീയപാത നിർമ്മാണത്തിനിടെ ജല വിതരണ പൈപ്പ്,not_relevant
w2ijUPqerzs,ml,Subscribe Kollam Stories കൊല്ലം സ്റ്റോറീസ്,highly_relevant
uiEr_Fi415c,en,,highly_relevant
MttuQFr9CYQ,en,,not_relevant
ghLjQzl-LII,ml,,not_relevant
ZmCkI3gjO8M,en,,highly_relevant
bun93eb8vYg,ml,,not_relevant
uTcetIpfrbQ,en,കൊല്ലം ജില്ലയിൽ കനത്തമഴ തുടരുന്നു Heavy rains continue in Kollam district Malayalam News,highly_relevant
Oh2SIEVK9cY,en,Alappuzha As the floods at Kuttanad continues to wreck havoc the natives here are in desperate situation as they have not got,highly_relevant
_Gh1dv3n6hw,ml,Thiruvananthapuram Residents of Kazhakoottam and Anturkonam are in dire straits due to floods തിരുവനന്തപുരം,highly_relevant
t5tJ8DjDSAA,ml,ആശങ്കയുടെ തീരവും മനുഷ്യരും ജീവനും ജീവിതവും കടല് കവരുമോ എന്ന്,not_relevant
n6L7ZtK_4hk,ml,സമുദ്ര നിരപ്പിലും 2 2 മീറ്റർ താഴെ സ്ഥിതി ചെയ്യുന്ന ആലപ്പുഴയെ,not_relevant
FSg9lLYW5VQ,ml,In the flood 20018 Instagram,highly_relevant
cbHrrYUWPq0,en,skyline brother s,highly_relevant
HFt3FyE8VoM,en,,highly_relevant
I0Hp3i_UyJ8,ml,,highly_relevant
Ixmwrk4eaOc,ml,കാലവർഷക്കെടുതിയെ തുടർന്ന് കൊല്ലം ജില്ലയിലെ നിരവധിപ്പേർ വിവിധ,highly_relevant
ZNnYmhB8pgg,ml,kollam,highly_relevant
UTwaAxNmsxU,en,kollam punalur heavy rain and some of the place has flood and kallada river over flow,highly_relevant
6ehIcs0-QDs,ml,Kollam,highly_relevant
_9uNM-XhCHc,ml,,highly_relevant
tCjT7NmasDw,en,Keralamonsoonroadrainflood2025Alappuzharoad,highly_relevant
O93oam9SHBQ,en,,not_relevant
2PGFCqrXE7A,ml,കൊല്ലം ജില്ലയിൽ കനത്ത കാറ്റിൽ വ്യാപക നാശം ഒരു മണിക്കൂറോളമായി,highly_relevant
Ol44MpdTM8o,ml,കുണ്ടറ ചീരാങ്കാവിൽ വൈദ്യുതി ലൈനിന് മുകളിൽ മരം വീണു,highly_relevant
B_NYHT7QB70,en,Kuttanad is one of the most beautiful places in Kerala Once upon a time Kuttanad rice was given to fill the stomachs of Kerala,relevant
86iHzB4lIIs,en,,highly_relevant
_Sxu-Y4t9RM,en,kerala,highly_relevant
5EepKaedxRQ,ml,,not_relevant
O4_FXrvZlBY,en,,not_relevant
kwc1BQYoi6c,en,PAMAPURAM,not_relevant
1PEr0l6qxeM,ml,ആലപ്പുഴയുടെ മഴക്കാലത്തെ അവസ്ഥ,highly_relevant
wquzx0LqH7I,ml,,highly_relevant
9OWtWLW7VxU,en,Alappuzha chungam,not_relevant
hKMQPZaDoc0,ml,,highly_relevant
JRIYbGEkprM,en,Keralamonsoonroadrainflood2025Alappuzharoad,highly_relevant
50EaO3QJZk4,ml,heavyrain,highly_relevant
t0fQPYHZrWM,ml,കൊല്ലം നീണ്ടകര അഴിമുഖത്ത് ബോട്ട് ശക്തമായ തിരയിൽപ്പെട്ടു,not_relevant
oh8-rMiPWeY,ml,നിങ്ങൾ കൊല്ലത്തെ എത്ര വേണേലും ആട്ടികൊ ആപത്തു വല്ലതും ഉണ്ടേൽ,not_relevant
Lo3ZegPIcgQ,ml,,not_relevant
rUpRf5A1gGI,en,,highly_relevant
SfoQ_xXfZAQ,ml,വെള്ളപ്പൊക്കം കാരണം വണ്ടി വഴിയിൽ ആയപ്പോൾ FLOOD KERALA ALAPPUZHA,highly_relevant
MGcG2OuJgFs,ml,കുട്ടനാട് മഴക്കാലത്ത് അതൊരു പ്രത്യേകത തന്നെ,highly_relevant
69rPnffraZA,ml,തിരുവനന്തപുരം നെടുമങ്ങാട്ടെ വെള്ളപ്പൊക്കം 22 05 2020 70 120 95624,highly_relevant
TJew9LM512Y,ml,vamanapuram river,highly_relevant
_5gs6Twn-x0,ml,omg കൊല്ലം പ്രളയത്തിന്റെ കാഴ്ചകൾ,not_relevant
PNNP-4ywjk8,ml,ആലപ്പുഴ അമ്പലപ്പുഴ തിരപ്രേദേശങ്ങളില് മഴ ശക്തി പ്രാപിച്ചതോടെ,highly_relevant
PLoKbFE6YMI,ml,Kerala big rain കേരളത്തില് മഴയും കാറ്റും കടൽ കര കയറി വൻ നാശനഷ്ടങ്ങള്,highly_relevant
n771kF9AuZg,ml,,highly_relevant
QWKTFWpNdGo,en,,highly_relevant
zn9Caubbztg,ml,,highly_relevant
2_mf8LHNheY,en,,highly_relevant
DNaS2S5HaOc,ml,,highly_relevant
dLxgNKt9Q0Y,ml,കൊല്ലത്ത് കനത്ത മഴയിൽ അച്ചൻകോവിലാർ കരകവിഞ്ഞു അലിമുക്ക് പ്രധാന,highly_relevant
gPG-I1r-rtE,ml,VIJIN BLOG channel LIKE FACEBOOK PAGE LIKE VIJIN BLOG,highly_relevant
NeGn-wDQZuc,en,PaddyFieldsTurnIntoLakes,highly_relevant
Pi_U_j3zh6A,en,,highly_relevant
VuzK65YJRBQ,en,Youtube Subscribe,highly_relevant
04yJHe7V3Ac,ml,alappuzha Amrita news Live,not_relevant
vYC2Ih8_N8c,ml,ഉയർന്ന തിരമാലകൾ High Tide Waves,highly_relevant
0eNVpQxd4Ls,ml,വിഴിഞ്ഞത്ത് ഉയർന്ന തിരമാലകൾ കാണാതായ ഒമ്പത്,highly_relevant
R5eVXw9yqb0,ml,കേരള തീരത്ത് ഉയര് ന്ന തിരമാല 50 കി മീ വേഗതയില് കാറ്റ്,not_relevant
GhVSeGo9Cr8,ml,കേരളതീരത്ത് ഉയർന്ന തിരമാലകൾക്ക് സാധ്യത,highly_relevant
6OOjaVY4xLA,ml,indiatodaymalayalam കേരളതീരത്ത് ഉയർന്ന തിരമാല,not_relevant
Qt_1fqeYM7U,ml,,not_relevant
smEyg3AlX-8,ml,കേരള തീരത്ത് കടലാക്രമണത്തിനും ഉയർന്ന തിരമാലയ്ക്കും സാധ്യത,not_relevant
t_qzVKZw5Oo,ml,,highly_relevant
RiUDjO709iY,ml,തരംഗങ്ങൾ എങ്ങനെ ഉണ്ടാകുന്നു സത്യം Truth ചന്ദ്രനും സൂര്യനും,not_relevant
